,City,State,Restaurant
3515,Oklahoma City,OK,McDonald's
3516,Oneida,TN,McDonald's
3517,Mchenry,IL,McDonald's
3518,Fredericktown,MO,SONIC Drive-In
3519,Fulton,MO,SONIC Drive-In
3520,Galena,KS,SONIC Drive-In
3521,Marysville,CA,McDonald's
3522,Martinsville,IN,McDonald's
3523,Keokuk,IA,Wendy's
3524,Marion,VA,McDonald's
3525,Marlin,TX,McDonald's
3526,Marshall,IL,McDonald's
3527,Weslaco,TX,McDonald's
3528,Wenatchee,WA,McDonald's
3529,Maysville,KY,McDonald's
3530,Waterford,CT,McDonald's
3531,Waynesboro,GA,McDonald's
3532,Waynesville,OH,McDonald's
3533,West Chester,OH,McDonald's
3535,Metropolis,IL,McDonald's
3536,Mexico,MO,McDonald's
3537,Michigan City,IN,McDonald's
3538,Saint James,MO,McDonald's
3540,Rutland,VT,McDonald's
3541,Saint Albans,VT,McDonald's
3542,Saint Clair,MI,McDonald's
3543,Lake Bluff,IL,Meatheads
3544,Andalusia,AL,SONIC Drive-In
3545,Richmond,VA,SONIC Drive-In
3546,Alamosa,CO,SONIC Drive-In
3548,Saint Robert,MO,McDonald's
3549,Salem,MO,McDonald's
3550,Mitchell,IN,McDonald's
3552,Kirksville,MO,McDonald's
3553,San Antonio,TX,McDonald's
3554,Sand Springs,OK,McDonald's
3555,Kennewick,WA,SONIC Drive-In
3556,Keokuk,IA,SONIC Drive-In
3557,Indianola,MS,SONIC Drive-In
3558,Jackson,AL,SONIC Drive-In
3560,Jefferson City,MO,SONIC Drive-In
3561,Mount Orab,OH,Wendy's
3562,Muncie,IN,Wendy's
3563,Muncie,IN,Wendy's
3564,Independence,KY,Wendy's
3565,Indianola,MS,Wendy's
3566,Jackson,WY,Wendy's
3567,Jackson,KY,Wendy's
3568,Prestonsburg,KY,Wendy's
3569,Wapakoneta,OH,Waffle House
3570,Tifton,GA,Wendy's
3571,Tremonton,UT,Wendy's
3572,Tell City,IN,Wendy's
3573,Sapulpa,OK,McDonald's
3574,Gunnison,CO,SONIC Drive-In
3575,Greenville,MS,SONIC Drive-In
3576,Gulfport,AL,SONIC Drive-In
3578,Pine City,MN,McDonald's
3579,Pikeville,KY,McDonald's
3580,Pikeville,KY,McDonald's
3581,Amherst,OH,Mr. Hero
3582,Bedford,OH,Mr. Hero
3583,Taylorville,IL,McDonald's
3585,Tuskegee,AL,Burger King
3586,Hazel Green,AL,SONIC Drive-In
3587,Piney Flats,TN,McDonald's
3588,Muscle Shoals,AL,Taco Bell
3589,Florence,AL,Krystal
3590,Muncie,IN,McDonald's
3591,Muncie,IN,McDonald's
3592,Muncy,PA,McDonald's
3593,Murfreesboro,TN,McDonald's
3594,Muskogee,OK,McDonald's
3595,Woodland Park,CO,McDonald's
3596,Winslow,AZ,McDonald's
3597,Nebraska City,NE,McDonald's
3598,Winchester,IN,McDonald's
3600,Powell,WY,McDonald's
3601,Valley,AL,Wendy's
3602,Portland,OR,McDonald's
3603,Portland,OR,McDonald's
3604,Sheridan,AR,McDonald's
3608,Jefferson City,MO,McDonald's
3609,Waterbury,CT,McDonald's
3611,Snyder,TX,McDonald's
3612,Soledad,CA,McDonald's
3613,Romulus,MI,Wendy's
3615,Saint Joseph,MI,Wendy's
3616,Salem,VA,Wendy's
3617,Valley,AL,Arby's
3618,Sedalia,MO,McDonald's
3619,Sealy,TX,McDonald's
3620,Sedalia,MO,McDonald's
3621,Patterson,CA,McDonald's
3623,West Liberty,KY,McDonald's
3624,West Linn,OR,McDonald's
3625,Punta Gorda,FL,McDonald's
3627,Arkadelphia,AR,Wendy's
3628,Anoka,MN,Wendy's
3629,White River Junction,VT,McDonald's
3630,Wichita Falls,TX,McDonald's
3631,Wichita,KS,McDonald's
3632,Wichita,KS,McDonald's
3633,Wickliffe,OH,McDonald's
3634,Wilburton,OK,McDonald's
3635,Wilkes Barre,PA,McDonald's
3636,Willcox,AZ,McDonald's
3637,Lawrence,MA,McDonald's
3638,Leechburg,PA,McDonald's
3639,Gainesville,GA,Chick-Fil-A
3640,Sturgeon Bay,WI,McDonald's
3641,Staunton,VA,McDonald's
3642,Stevens Point,WI,McDonald's
3643,Stockton,CA,McDonald's
3644,Streator,IL,McDonald's
3645,Cleveland,MS,Wendy's
3646,Cincinnati,OH,Wendy's
3647,Clarksdale,MS,Wendy's
3648,Clayton,NC,Wendy's
3649,Cleveland,OH,Wendy's
3650,Cincinnati,OH,Wendy's
3651,Gordonsville,VA,Wendy's
3652,Galion,OH,Wendy's
3653,Fairfield,OH,White Castle
3654,Fairview Heights,IL,White Castle
3655,Germantown,TN,Wendy's
3656,Tifton,GA,McDonald's
3657,Kennewick,WA,Wendy's
3658,Manchester,CT,Wendy's
3659,Louisa,KY,Wendy's
3660,Manistee,MI,Wendy's
3661,Columbus,OH,Wendy's
3662,Cloquet,MN,Wendy's
3663,Columbia City,IN,Wendy's
3664,Overland Park,KS,KFC
3666,Huntsville,TX,Whataburger
3667,Kyle,TX,Whataburger
3668,Killeen,TX,Whataburger
3669,Sedalia,MO,Wendy's
3670,Port Aransas,TX,Whataburger
3671,Memphis,TN,Wendy's
3672,Michigan City,IN,Wendy's
3673,Athens,OH,Wendy's
3674,Ayer,MA,Wendy's
3675,Ashtabula,OH,Wendy's
3676,Newburgh,IN,Wendy's
3677,Newington,CT,Wendy's
3678,Chickamauga,GA,Taco Bell
3679,Coeur D Alene,ID,McDonald's
3680,Coeur D Alene,ID,Taco Bell
3681,Hayden,ID,Arby's
3682,Coeur D Alene,ID,Jimmy John's
3683,Post Falls,ID,Domino's Pizza
3684,Gallup,NM,McDonald's
3685,Gallup,NM,Arby's
3686,Gallup,NM,Carl's Jr
3687,Thomasville,AL,Burger King
3688,Pontotoc,MS,Wendy's
3689,Tupelo,MS,Pizza Hut
3690,Pontotoc,MS,KFC
3691,Pontotoc,MS,SONIC Drive-In
3692,Gadsden,AL,Chick-Fil-A
3693,Scranton,PA,Arby's
3694,Saint Robert,MO,Arby's
3695,Glasgow,KY,A&W
3696,Greenville,OH,Arby's
3697,Harrisonville,MO,Arby's
3698,Hebron,KY,Arby's
3699,North Adams,MA,Burger King
3700,Oxford,OH,Arby's
3701,Paducah,KY,Arby's
3702,Paintsville,KY,Arby's
3703,North Little Rock,AR,Arby's
3704,Northport,AL,Arby's
3705,Ord,NE,Arby's
3706,Peoria,IL,Arby's
3707,Cloquet,MN,Arby's
3708,Columbia City,IN,Arby's
3709,Conway,AR,Arby's
3710,Decatur,AL,Arby's
3711,Kansas City,MO,Arby's
3712,Kennewick,WA,Arby's
3713,Kingston Springs,TN,Arby's
3714,Glen Allen,VA,Arby's
3715,Batesville,IN,Arby's
3716,Lawrence,MA,Wendy's
3717,Fremont,NE,Arby's
3718,Mount Orab,OH,Arby's
3719,Midvale,UT,Arctic Circle
3720,Xenia,OH,Arby's
3721,Shawnee,KS,Arby's
3722,Leechburg,PA,Arby's
3723,Augusta,ME,Burger King
3724,Bangor,ME,Burger King
3725,Bangor,ME,Wendy's
3726,Greenville,MS,Captain D's Seafood
3727,Marietta,GA,Arby's
3728,Maumelle,AR,Arby's
3729,Medford,WI,Arby's
3730,Tucson,AZ,Arby's
3731,Towson,MD,McDonald's
3732,Chelsea,MI,KFC
3733,Ann Arbor,MI,Burger King
3734,Burton,MI,McDonald's
3735,Sterling Heights,MI,Burger King
3736,Walled Lake,MI,Burger King
3737,Portage,MI,McDonald's
3738,South Haven,MI,McDonald's
3739,Wayne,MI,Wendy's
3740,Romulus,MI,Burger King
3741,Saint Joseph,MI,Burger King
3742,Lansing,MI,Burger King
3743,Marysville,WA,Jimmy John's
3744,Haleyville,AL,McDonald's
3745,Sioux City,IA,Arby's
3746,Jackson,AL,McDonald's
3747,Saint Joseph,MO,Taco John's
3748,Shawnee,KS,KFC
3749,Glasgow,KY,Burger King
3750,Flowery Branch,GA,SONIC Drive-In
3751,Kapaa,HI,Pizza Hut
3752,Forsyth,GA,Captain D's Seafood
3753,Forsyth,GA,Wendy's
3754,Macon,GA,Krystal
3755,Des Moines,IA,Burger King
3756,Marion,IA,Domino's Pizza
3757,Fort Dodge,IA,Culver's
3758,Cedar Falls,IA,Jimmy John's
3759,Cedar Falls,IA,Arby's
3760,Waverly,IA,Burger King
3761,Pocatello,ID,Domino's Pizza
3762,Ottumwa,IA,Jimmy John's
3763,Twin Falls,ID,Jack In The Box
3764,Pocatello,ID,Arby's
3765,Chattanooga,TN,McDonald's
3766,Bensalem,PA,Taco Bell
3767,Jacksonville,FL,Taco Bell
3768,Memphis,TN,Jack Pirtles Chicken
3769,Hollywood,FL,KFC
3771,Spartanburg,SC,Waffle House
3773,Windham,ME,Wendy's
3774,Pine Bluff,AR,Wendy's
3775,Pittsburgh,PA,Wendy's
3776,Pomeroy,OH,Wendy's
3777,Pontiac,IL,Wendy's
3779,Lexington,VA,Waffle House
3780,Conway,AR,Wendy's
3781,Norcross,GA,Waffle House
3782,Norcross,GA,Waffle House
3783,Murfreesboro,TN,Waffle House
3784,Kilgore,TX,Wendy's
3785,Culpeper,VA,Wendy's
3786,Hillsboro,TX,Wendy's
3787,Fulton,MO,Wendy's
3788,Blackfoot,ID,Wendy's
3789,Hillsville,VA,Wendy's
3790,Bluffton,IN,Wendy's
3791,Bolivar,MO,Wendy's
3792,Booneville,MS,Wendy's
3793,Boonville,MO,Wendy's
3794,Bowling Green,KY,Wendy's
3795,Bowling Green,KY,Wendy's
3796,Williamsburg,KY,Wendy's
3797,Wentzville,MO,Wendy's
3798,West Lafayette,IN,Wendy's
3799,Caldwell,ID,Wendy's
3800,West Lafayette,IN,Wendy's
3801,Cambridge,MN,Wendy's
3802,Canton,OH,Wendy's
3803,Carthage,MO,Wendy's
3804,Walton,KY,Wendy's
3805,Millington,TN,Wendy's
3806,Greenville,MS,Wendy's
3807,Hastings,NE,Wendy's
3808,Hebron,KY,Wendy's
3809,Gulfport,AL,Wendy's
3810,Chelsea,MI,Wendy's
3811,Hannibal,MO,Wendy's
3812,Hartford,CT,Wendy's
3813,Harrison,OH,Wendy's
3814,Elko,NV,Wendy's
3815,Elkhart,IN,Wendy's
3816,Cincinnati,OH,White Castle
3817,Eugene,OR,Wetzel's Pretzels
3818,Fairfield,OH,Wendy's
3819,Fairbanks,AK,Wendy's
3820,Flowood,AL,Wendy's
3821,Foley,AL,Wendy's
3822,Forest Lake,MN,Wendy's
3823,Brazil,IN,Wendy's
3824,Brattleboro,VT,Wendy's
3825,Bowling Green,KY,White Castle
3826,North Little Rock,AR,Wendy's
3827,Ogden,UT,Wendy's
3828,Buda,TX,Whataburger
3829,South Hill,VA,Wendy's
3830,Owatonna,MN,Wendy's
3831,Oxford,OH,Wendy's
3832,Tacoma,WA,Wendy's
3833,Staunton,VA,Wendy's
3834,El Paso,TX,Whataburger
3835,Fort Worth,TX,Whataburger
3836,London,KY,White Castle
3837,Louisville,KY,White Castle
3838,Azle,TX,Whataburger
3839,Pell City,AL,Wendy's
3840,Pekin,IL,Wendy's
3841,Parachute,CO,Wendy's
3842,Benson,AZ,Wendy's
3844,Monroe,OH,Wendy's
3845,Loogootee,IN,Wendy's
3846,Beaumont,CA,Wendy's
3847,Terre Haute,IN,White Castle
3848,Walton,KY,White Castle
3849,East Hartford,CT,Wendy's
3850,East Windsor,CT,Wendy's
3851,Mercedes,TX,Whataburger
3852,La Vernia,TX,Whataburger
3853,Liberty,TX,Whataburger
3854,Magnolia,TX,Whataburger
3855,Maysville,KY,Wendy's
3856,Romulus,MI,McDonald's
3857,Fort Lauderdale,FL,KFC
3858,Foothill Ranch,CA,Del Taco
3859,Dubuque,IA,Dairy Queen
3860,East Hartford,CT,Dairy Queen
3861,Saint Robert,MO,Culver's
3862,Muncie,IN,Dairy Queen
3863,Pikeville,KY,Dairy Cheer
3864,Jackson,WY,Dairy Queen
3865,Put In Bay,OH,Dairy Isle
3866,Ridgecrest,CA,Del Taco
3867,Palm Springs,CA,Del Taco
3868,Palm Springs,CA,Del Taco
3869,Bluffton,IN,Arby's
3870,Brandenburg,KY,Taco Bell
3871,Louisville,KY,McDonald's
3872,Louisville,KY,KFC
3873,Chesterton,IN,Arby's
3874,Evansville,IN,Arby's
3875,Boonville,IN,McDonald's
3876,Indianapolis,IN,Burger King
3877,Pasadena,MD,Five Guys
3878,Cambridge City,IN,Arby's
3880,Salina,KS,Chick-Fil-A
3881,Lexington,KY,Subway
3882,Elkhart,IN,Taco Bell
3883,Elkhart,IN,Arby's
3884,Maysville,KY,SONIC Drive-In
3886,Frostburg,MD,McDonald's
3887,Keyser,WV,McDonald's
3888,Wisconsin Rapids,WI,Taco Bell
3889,Woodland Park,CO,Taco Bell
3890,Zanesville,OH,Taco Bell
3891,Bluffton,IN,Taco Bell
3892,Bowling Green,KY,Taco Bell
3893,Blackfoot,ID,Taco Bell
3894,Maumelle,AR,Taco Bell
3895,Maysville,KY,Taco Bell
3896,Canton,IL,Taco Bell
3897,Willoughby,OH,Hardee's
3898,Owens Cross Roads,AL,Hardee's
3899,Flagstaff,AZ,Taco Bell
3900,Forest Lake,MN,Taco Bell
3901,Glasgow,KY,Taco Bell
3902,Fort Worth,TX,Taco Bell
3903,Ada,OK,Taco Bell
3904,Indio,CA,Taco Bell
3905,Paso Robles,CA,Taco Bell
3906,Pekin,IL,Taco Bell
3907,Anacortes,WA,Taco Bell
3908,La Crosse,WI,Taco Bell
3909,Athens,TX,Taco Bell
3910,North Branch,MN,Taco Bell
3911,North Little Rock,AR,Taco Bell
3912,Marion,VA,Taco Bell
3913,Marshfield,WI,Taco Bell
3914,Martinsville,IN,Taco Bell
3915,Patterson,CA,Taco Bell
3916,Monticello,AR,Taco Bell
3917,Morton,IL,Taco Bell
3918,Mount Vernon,IL,Taco Bell
3919,Muncie,IN,Taco Bell
3920,Muncie,IN,Taco Bell
3921,Murphysboro,IL,Taco Bell
3922,San Luis Obispo,CA,Taco Bell
3923,Lonoke,AR,Taco Bell
3924,Clinton,IA,Taco Bell
3925,Clinton,IN,Taco Bell
3926,Santa Maria,CA,Taco Bell
3927,Orrville,OH,Taco Bell
3928,Ottawa,IL,Taco Bell
3929,Oxford,OH,Taco Bell
3930,Pahrump,NV,Taco Bell
3931,Rexburg,ID,Taco Bell
3932,Rainsville,AL,Taco Bell
3933,Rawlins,WY,Taco Bell
3934,Anoka,MN,Hardee's
3935,Amory,MS,Hardee's
3936,Atmore,AL,Hardee's
3937,East Hartford,CT,Taco Bell
3938,Elko,NV,Taco Bell
3939,Evansville,IN,Taco Bell
3940,Hazard,KY,Taco Bell
3941,Hebron,KY,Taco Bell
3942,Ridgecrest,CA,Taco Bell
3943,Hannibal,MO,Taco Bell
3944,Harrison,AR,Taco Bell
3945,Carroll,IA,Taco John's
3946,Cedar Falls,IA,Taco John's
3947,Colby,KS,Taco John's
3948,Chanute,KS,Taco John's
3949,Bellevue,NE,Taco John's
3950,Michigan City,IN,Taco Bell
3951,Mineola,TX,Taco Bell
3952,Tell City,IN,Taco Bell
3953,Thomasville,AL,Taco Bell
3954,Thomasville,GA,Taco Bell
3955,Danville,IL,Taco Bell
3956,Stuttgart,AR,Taco Bell
3957,Tahlequah,OK,Taco Bell
3958,Bishop,CA,Jack In The Box
3959,Douglas,AZ,Carl's Jr
3960,Douglas,AZ,McDonald's
3961,Bloomfield,NM,KFC
3962,Bloomfield,NM,Domino's Pizza
3963,Yuma,AZ,Arby's
3964,Safford,AZ,Arby's
3965,Arkadelphia,AR,McDonald's
3966,Attalla,AL,Arby's
3967,Texarkana,TX,Chicken Express
3968,Norwich,CT,McDonald's
3969,Norwich,CT,McDonald's
3970,Groton,CT,McDonald's
3971,Gales Ferry,CT,McDonald's
3972,Waterford,CT,McDonald's
3973,Andover,MN,McDonald's
3974,Memphis,TN,Checker's Drive-in Restaurant
3975,Orlando,FL,McDonald's
3976,Fort Lauderdale,FL,KFC
3977,New Haven,CT,Burger King
3978,Lake Worth,FL,Burger King
3979,Miami,FL,Burger King
3980,Rocky Hill,CT,McDonald's
3981,Cromwell,CT,KFC
3982,Hartford,CT,Burger King
3983,Newington,CT,McDonald's
3984,New Smyrna Beach,FL,McDonald's
3985,West Palm Beach,FL,Burger King
3986,Saint Petersburg,FL,Wendy's
3987,Fort Lauderdale,FL,McDonald's
3988,Fort Lauderdale,FL,McDonald's
3989,Englewood,FL,Burger King
3990,Venice,FL,Burger King
3991,Fort Lauderdale,FL,Burger King
3992,Fort Lauderdale,FL,Burger King
3993,Fort Lauderdale,FL,Burger King
3994,Hollywood,FL,Burger King
3995,Fort Lauderdale,FL,Burger King
3996,Panama City,FL,Krystal
3997,Melbourne,FL,McDonald's
3998,Rehoboth Beach,DE,McDonald's
3999,Millsboro,DE,Arby's
4000,Seaford,DE,Pizza Hut
4001,Saint Augustine,FL,McDonald's
4002,Clive,IA,McDonald's
4003,Brunswick,GA,Arby's
4004,Rincon,GA,Arby's
4005,Savannah,GA,Five Guys
4006,Thomasville,GA,Jimmy John's
4007,Hastings,NE,Subway
4008,Chadron,NE,Arby's
4009,Hastings,NE,Taco Bell
4010,Hastings,NE,Burger King
4011,Utica,NY,McDonald's
4012,Augusta,ME,Subway
4013,Roswell,NM,Domino's Pizza
4014,Roswell,NM,Whataburger
4015,Roswell,NM,Wendy's
4016,Crete,NE,Runza
4017,Holloman Air Force Base,NM,McDonald's
4018,Alamogordo,NM,Arby's
4019,Grants,NM,Taco Bell
4020,Las Vegas,NM,Burger King
4021,Roswell,NM,Subway
4022,Grants,NM,KFC
4023,Carlsbad,NM,Wendy's
4024,Carlsbad,NM,Arby's
4025,Laconia,NH,McDonald's
4026,Laconia,NH,Domino's Pizza
4027,Las Vegas,NM,Arby's
4028,Las Vegas,NM,Domino's Pizza
4029,Las Vegas,NM,Taco Bell
4030,Auburn,NY,KFC
4031,Hinsdale,IL,Subway
4032,Potsdam,NY,McDonald's
4033,Massena,NY,Taco Bell
4034,Potsdam,NY,Burger King
4035,Salamanca,NY,McDonald's
4036,Oneonta,NY,McDonald's
4037,Oneonta,NY,Taco Bell
4038,Oneonta,NY,Burger King
4040,Watertown,NY,Taco Bell
4041,Marinette,WI,McDonald's
4042,Kingston,NY,McDonald's
4043,Hannibal,MO,McDonald's
4044,Park Hills,MO,Taco Bell
4045,Park Hills,MO,Jack In The Box
4046,Perryville,MO,Taco Bell
4047,Perryville,MO,McDonald's
4048,Perryville,MO,Burger King
4049,Alpine,TX,McDonald's
4050,Andover,MN,McDonald's
4051,Anacortes,WA,McDonald's
4052,Clarksdale,MS,McDonald's
4053,Grosse Pointe,MI,McDonald's
4054,Hamilton,OH,McDonald's
4055,Hamilton,NY,McDonald's
4056,Grovetown,GA,McDonald's
4058,Bay Minette,AL,McDonald's
4059,Batesville,IN,McDonald's
4060,Buford,GA,Shoney's on the Go
4061,Bedford,IN,McDonald's
4062,Cincinnati,OH,Richie's Restaurant
4063,Elko,NV,Quiznos Sub
4064,Las Vegas,NV,Domino's Pizza
4065,Broken Bow,OK,SONIC Drive-In
4066,Winnemucca,NV,Burger King
4067,Winnemucca,NV,McDonald's
4068,Elko,NV,Burger King
4069,Elko,NV,Domino's Pizza
4070,Cincinnati,OH,McDonald's
4071,Franklin,IN,McDonald's
4072,Barre,VT,McDonald's
4073,Binghamton,NY,McDonald's
4074,Barstow,CA,McDonald's
4075,Bartlesville,OK,McDonald's
4076,Elko,NV,McDonald's
4077,Kitty Hawk,NC,McDonald's
4078,Elko,NV,McDonald's
4079,Honolulu,HI,Yellow Cab Pizza Co.
4080,Nags Head,NC,SONIC Drive-In
4081,Jonesboro,GA,Waffle House
4082,Belgium,WI,McDonald's
4083,West Ossipee,NH,McDonald's
4084,Dayton,TX,McDonald's
4085,De Soto,MO,McDonald's
4086,Benson,AZ,McDonald's
4087,Bethany,OK,McDonald's
4088,Gilmer,TX,McDonald's
4089,Bethany,MO,McDonald's
4090,Denton,TX,McDonald's
4091,Falfurrias,TX,McDonald's
4092,Evansville,IN,McDonald's
4093,Faribault,MN,McDonald's
4094,Saint James,NY,KFC
4095,Chelsea,AL,McDonald's
4096,Chelsea,MI,McDonald's
4097,Laramie,WY,Wendy's
4098,Checotah,OK,McDonald's
4099,Glenwood Springs,CO,McDonald's
4100,Franklin,TN,Waffle House
4101,Danville,IL,McDonald's
4102,Dalhart,TX,McDonald's
4103,Hartford,CT,McDonald's
4104,Hartford,CT,McDonald's
4105,Hartford,CT,McDonald's
4107,Fort Worth,TX,Waffle House
4108,Bluffton,IN,McDonald's
4109,Blackfoot,ID,McDonald's
4110,Camillus,NY,McDonald's
4111,Essex Junction,VT,McDonald's
4112,South Burlington,VT,McDonald's
4113,Essex Junction,VT,McDonald's
4114,Durham,NC,McDonald's
4115,Greeneville,TN,McDonald's
4116,Dubuque,IA,McDonald's
4117,Grayson,KY,McDonald's
4118,East Hartford,CT,McDonald's
4119,Greenville,KY,McDonald's
4120,Plattsburgh,NY,Taco Bell
4121,Plattsburgh,NY,KFC
4122,Plattsburgh,NY,McDonald's
4123,Plattsburgh,NY,Wendy's
4124,Plattsburgh,NY,McDonald's
4125,Collinsville,IL,McDonald's
4126,Coeur D Alene,ID,McDonald's
4127,Colchester,VT,McDonald's
4128,Colorado Springs,CO,McDonald's
4129,Columbia City,IN,McDonald's
4130,Ashtabula,OH,McDonald's
4131,Fort Worth,TX,McDonald's
4132,Columbia,KY,McDonald's
4133,Columbus,KS,McDonald's
4134,Fort Madison,IA,McDonald's
4135,Columbus,OH,McDonald's
4136,Atlanta,TX,McDonald's
4137,Fort Stockton,TX,McDonald's
4138,Atmore,AL,McDonald's
4139,Auburn,IN,McDonald's
4140,Austin,TX,McDonald's
4141,Marion,NC,McDonald's
4142,Marion,NC,McDonald's
4143,Conway,AR,McDonald's
4144,Brewton,AL,McDonald's
4145,Cook,MN,McDonald's
4146,Bristow,OK,McDonald's
4147,Brattleboro,VT,McDonald's
4148,Corinth,MS,McDonald's
4149,Rockford,IL,Burger King
4150,Madison,WI,Chick-Fil-A
4151,Columbia City,IN,KFC
4152,Columbus,GA,KFC
4153,Louisville,KY,Chick-Fil-A
4154,Sanger,CA,Jack In The Box
4155,Lynchburg,VA,Chick-Fil-A
4156,Rockford,IL,Burger King
4157,Braselton,GA,McDonald's
4158,North Little Rock,AR,Five Guys
4159,North Canton,OH,Five Guys
4160,Franklin,IN,KFC
4161,Fort Gratiot,MI,KFC
4162,Anderson,IN,Rally's Hamburgers
4163,Birmingham,AL,Jack's
4164,Independence,MO,Quiznos Sub
4165,Pahrump,NV,KFC
4166,Yuma,AZ,Five Guys
4167,Hebron,KY,McDonald's
4168,Bucyrus,OH,Arby's
4169,Saint Charles,MO,Lion's Choice
4170,Hilliard,OH,McDonald's
4172,Winnemucca,NV,Taco Bell
4173,Wentzville,MO,Lion's Choice
4174,Dexter,MO,McDonald's
4175,Evansville,IN,Rally's Hamburgers
4176,Cleveland,TX,McDonald's
4177,East Walpole,MA,Five Guys
4178,Eldon,MO,McDonald's
4179,Elizabethtown,NC,McDonald's
4180,Eddyville,KY,McDonald's
4181,Paintsville,KY,Fazoli's
4182,Clinton,MO,McDonald's
4183,Ashtabula,OH,McDonald's
4184,Edinburg,TX,McDonald's
4185,Edinburgh,IN,McDonald's
4186,Clinton,IN,McDonald's
4187,Florence,KY,Five Guys
4188,Cloquet,MN,McDonald's
4189,East Wenatchee,WA,McDonald's
4190,Eaton,CO,McDonald's
4192,Cleveland,OH,Popeye's Louisiana Kitchen
4193,Canton,IL,McDonald's
4195,Hoquiam,WA,McDonald's
4196,Hoopeston,IL,McDonald's
4197,Braidwood,IL,McDonald's
4198,Holts Summit,MO,McDonald's
4199,Booneville,MS,McDonald's
4200,Boonville,MO,McDonald's
4201,Holdrege,NE,McDonald's
4202,Hiawatha,KS,SONIC Drive-In
4203,Georgetown,OH,McDonald's
4204,Voorhees,NJ,Five Guys
4205,Warrenton,VA,Five Guys
4206,Gatesville,TX,McDonald's
4207,Galion,OH,McDonald's
4208,Troy,MI,Five Guys
4209,Lamar,CO,SONIC Drive-In
4210,Laramie,WY,SONIC Drive-In
4211,Monte Vista,CO,SONIC Drive-In
4212,Morehead,KY,SONIC Drive-In
4213,Washington Court House,OH,Rancher's Roast Beef Inc.
4215,Crown Point,IN,McDonald's
4216,Covington,KY,McDonald's
4217,Henderson,NV,QDOBA Mexican Eats
4218,Cumming,GA,McDonald's
4219,Newport,AR,SONIC Drive-In
4220,Crestline,CA,McDonald's
4221,Crestwood,KY,McDonald's
4222,Crockett,TX,McDonald's
4223,West Hartford,CT,Five Guys
4224,West Linn,OR,Five Guys
4225,Sioux City,IA,Chick-Fil-A
4226,Norton,VA,SONIC Drive-In
4227,Northport,AL,SONIC Drive-In
4229,Kirksville,MO,SONIC Drive-In
4230,Oklahoma City,OK,SONIC Drive-In
4231,Dickinson,ND,QDOBA Mexican Eats
4232,Oklahoma City,OK,SONIC Drive-In
4233,Bellefontaine,OH,Arby's
4234,Topeka,KS,Chick-Fil-A
4235,Aberdeen,WA,McDonald's
4236,Waynesville,NC,Chick-Fil-A
4237,Tuscaloosa,AL,Chick-Fil-A
4238,Pulaski,TN,SONIC Drive-In
4239,Rifle,CO,SONIC Drive-In
4240,Roanoke,VA,SONIC Drive-In
4241,Roanoke,VA,SONIC Drive-In
4242,Maineville,OH,Gold Star Chili
4243,Mason,OH,Gold Star Chili
4246,Ridgecrest,CA,Pizza Factory
4247,Saint James,MO,SONIC Drive-In
4248,Florence,KY,Gold Star Chili
4249,Hamilton,OH,Gold Star Chili
4252,Marion,VA,SONIC Drive-In
4253,Manhattan,KS,SONIC Drive-In
4254,Algonac,MI,McDonald's
4255,Decatur,AL,Chick-Fil-A
4256,Gadsden,AL,Chick-Fil-A
4257,Forest Lake,MN,Culver's
4258,Sunbury,OH,Burger King
4259,Aberdeen,SD,Jimmy John's
4260,Stoughton,MA,Burger King
4261,River Falls,WI,Burger King
4262,Richland,WA,Burger King
4263,Laurel,AL,Subway
4264,Riverside,CA,Burger King
4265,Rhinelander,WI,Burger King
4266,Powell,WY,Domino's Pizza
4267,Groesbeck,TX,Dairy Queen
4268,Kansas City,MO,In-A-Tub
4269,Crossett,AR,KFC
4270,Pell City,AL,Chick-Fil-A
4271,Ayer,MA,McDonald's
4272,Bullhead City,AZ,Jack In The Box
4273,Caldwell,ID,Jack In The Box
4274,Minneapolis,MN,Burger King
4275,Senatobia,MS,Domino's Pizza
4276,Milwaukee,WI,Burger King
4277,Buda,TX,Jack In The Box
4278,Cleveland,TX,Jack In The Box
4279,Huntington,NY,Burger King
4280,Harrisonville,MO,KFC
4281,Hasbrouck Heights,NJ,KFC
4282,Greenville,MS,KFC
4283,Eldon,MO,Taco Bell
4285,Rochelle,IL,Taco Bell
4286,Muncie,IN,Burger King
4287,Warrenton,MO,Jack In The Box
4288,Dubuque,IA,KFC
4289,Indianola,MS,KFC
4290,Page,AZ,Jack In The Box
4291,Foley,AL,McDonald's
4292,Folkston,GA,McDonald's
4293,Rehoboth Beach,DE,Crystal Restaurant
4294,South Hill,VA,Burger King
4295,Snohomish,WA,Burger King
4296,Sparks,NV,Burger King
4297,Springfield,VA,Burger King
4298,Indio,CA,KFC
4299,Meridian,ID,Jimmy John's
4300,Midvale,UT,Jimmy John's
4301,Michigan City,IN,Jimmy John's
4302,Waco,TX,KFC
4303,Castle Rock,CO,Jimmy John's
4304,Brentwood,TN,Jimmy John's
4305,Memphis,TN,KFC
4306,Imperial,MO,Jack In The Box
4307,West Lafayette,IN,Jimmy John's
4308,Kennewick,WA,Jack In The Box
4309,Kettleman City,CA,Jack In The Box
4310,Killeen,TX,Jack In The Box
4311,Martinsville,IN,KFC
4312,Ventura,CA,Jimmy John's
4313,Washington,MO,Jimmy John's
4314,West Chester,OH,Jimmy John's
